name,cate_1,cate_2,cate_3,area,address,lon,lat,rate,distance,tag,cate_4,link
보리밀,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로108길 3-6,37.514382566632094,127.064084117674,2.8,934.0,한식,한식,https://place.map.kakao.com/16037063
지호한방삼계탕삼성점,닭/오리요리,삼계탕전문,한식 음식점업,삼성동,서울특별시 강남구 영동대로115길 16,37.5145179926578,127.058449152759,2.5,766.0,닭요리,육류/고기,https://place.map.kakao.com/19589343
오성식당,한식,갈비/삼겹살,한식 음식점업,대치동,서울특별시 강남구 삼성로84길 6,37.5051893952398,127.058113908216,4.6,275.0,갈비,육류/고기,https://place.map.kakao.com/1089615299
명가교동,중식,중국음식/중국집,중식 음식점업,대치동,서울특별시 강남구 도곡로63길 12,37.4977889555692,127.054384334893,1.8,1136.0,중화요리,중식,https://place.map.kakao.com/27478221
수궁식당,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로97길 4,37.5142923006748,127.058395429387,2.6,741.0,"찌개,전골",국/탕,https://place.map.kakao.com/16377737
백구분식,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 테헤란로114길 30,37.5077917492503,127.066982795508,0.0,814.0,한식,한식,https://place.map.kakao.com/9017965
용수사,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 삼성로86길 7,37.505764570423295,127.057925714358,5.0,210.0,일식집,일식/돈까스,https://place.map.kakao.com/8022618
보리밀,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로108길 5,37.51436194776831,127.063756333738,2.8,915.0,한식,한식,https://place.map.kakao.com/16037063
오니기리와이규동,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 선릉로86길 15,37.5035180984722,127.050817251518,2.0,766.0,퓨전일식,일식/돈까스,https://place.map.kakao.com/13063938
고운님,일식/수산물,수산물전문음식점-종합,한식 음식점업,대치동,서울특별시 강남구 삼성로81길 22,37.5043520020351,127.055930238825,3.8,400.0,"해물,생선",해물/생선,https://place.map.kakao.com/13319991
죠샌드위치삼성2호점,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",대치동,서울특별시 강남구 테헤란로82길 11,37.5062251452598,127.058055653055,0.0,160.0,샌드위치,패스트푸드,https://place.map.kakao.com/8085311
선릉떡볶이,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 테헤란로 422,37.5053094289938,127.05284175388,4.5,506.0,떡볶이,분식,https://place.map.kakao.com/1759205817
미웨이,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로 517,37.5080786526444,127.055464807235,1.0,208.0,한식,한식,https://place.map.kakao.com/631653074
안동찜닭해물떡찜,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,1.9,480.0,닭요리,육류/고기,https://place.map.kakao.com/16586866
쿠사파스타,양식,스파게티전문점,서양식 음식점업,대치동,서울특별시 강남구 삼성로69길 11,37.5015964332017,127.058396551124,5.0,675.0,이탈리안,양식,https://place.map.kakao.com/899973218
옛날한우곱창,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로103길 11,37.5101447619275,127.053549814059,4.6,464.0,"곱창,막창",곱창/막창/순대,https://place.map.kakao.com/27309804
예자네밥상,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 테헤란로114길 30,37.5077917492503,127.066982795508,4.6,814.0,한식,한식,https://place.map.kakao.com/27504107
호남식당,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 선릉로68길 12,37.4990285238823,127.052774071075,0.0,1054.0,한식,한식,https://place.map.kakao.com/21297571
고운님한우곱창,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 삼성로81길 22,37.5043520020351,127.055930238825,3.0,400.0,"곱창,막창",곱창/막창/순대,https://place.map.kakao.com/1399800226
화포식당,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 44-4,37.5038087160793,127.053347050414,3.9,578.0,"육류,고기",육류/고기,https://place.map.kakao.com/763371830
매드포갈릭,양식,패밀리레스토랑,서양식 음식점업,삼성동,서울특별시 강남구 봉은사로 516,37.5132096614596,127.055965726981,4.1,639.0,패밀리레스토랑,양식,https://place.map.kakao.com/2027012003
맥도날드삼성역점,패스트푸드,패스트푸드,그외 기타 음식점업,삼성동,서울특별시 강남구 삼성로92길 29,37.50831223595969,127.058764633486,1.9,115.0,패스트푸드,패스트푸드,https://place.map.kakao.com/18606490
아모제푸드스칼렛테헤란로,양식,정통양식/경양식,서양식 음식점업,대치동,서울특별시 강남구 테헤란로 424,37.5054855075187,127.053450292224,0.0,450.0,패밀리레스토랑,양식,https://place.map.kakao.com/18454240
브라운돈까스,양식,정통양식/경양식,서양식 음식점업,삼성동,서울특별시 강남구 선릉로 520,37.5059594417971,127.048512932932,1.7,837.0,"돈까스,우동",일식/돈까스,https://place.map.kakao.com/1338283409
맛바라기,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 테헤란로 504,37.5066157960883,127.057326866248,5.0,121.0,한식,한식,https://place.map.kakao.com/24941698
강남동태찜,일식/수산물,수산물전문음식점-종합,한식 음식점업,대치동,서울특별시 강남구 삼성로85길 39,37.5042215784262,127.054269276563,4.5,490.0,"해물,생선",해물/생선,https://place.map.kakao.com/1163773154
더덕순대,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 16-3,37.5031795476382,127.051296560702,5.0,756.0,순대,곱창/막창/순대,https://place.map.kakao.com/27477923
키친바락,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 삼성로84길 23,37.5058215151578,127.059417982099,4.6,250.0,일식,일식/돈까스,https://place.map.kakao.com/1604213296
지지미,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 삼성로58길 29,37.4991958020377,127.063583820523,3.1,1071.0,한식,한식,https://place.map.kakao.com/17317783
강남꿀돼지,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로108길 3-14,37.514459034192896,127.064637440369,5.0,970.0,"육류,고기",육류/고기,https://place.map.kakao.com/26816485
전주집,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로100길 13,37.5098254691699,127.056438171267,2.2,269.0,"육류,고기",육류/고기,https://place.map.kakao.com/16903839
한국피자헛한티,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",대치동,서울특별시 강남구 선릉로 340,37.500216191012896,127.051435841576,3.0,997.0,피자,패스트푸드,https://place.map.kakao.com/27227118
미스터순두부,한식,순두부전문,한식 음식점업,삼성동,서울특별시 강남구 영동대로 511,37.5103484923478,127.061012608393,1.8,415.0,두부,한식,https://place.map.kakao.com/13302685
포메인,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5102300305658,127.058582195981,2.0,296.0,동남아음식,아시아음식,https://place.map.kakao.com/8131356
스시타,일식/수산물,음식점-초밥전문,일식 음식점업,삼성동,서울특별시 강남구 삼성로119길 8,37.5162393367391,127.050610900388,5.0,1145.0,일식,일식/돈까스,https://place.map.kakao.com/2046454327
왕푸징마라탕,중식,중국음식/중국집,중식 음식점업,삼성동,서울특별시 강남구 테헤란로 517,37.5086083814458,127.05974496335,3.4,205.0,중식,중식,https://place.map.kakao.com/457062631
오도루,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 삼성로58길 39,37.4994544349864,127.064383566909,3.1,1082.0,"초밥,롤",일식/돈까스,https://place.map.kakao.com/19031133
뮤즈,양식,정통양식/경양식,서양식 음식점업,삼성동,서울특별시 강남구 테헤란로83길 41,37.510033594489,127.05654866251,0.0,286.0,양식,양식,https://place.map.kakao.com/901723734
비빔밥,한식,돌솥/비빕밥전문점,한식 음식점업,대치동,서울특별시 강남구 삼성로 212,37.4996105819766,127.065897098053,4.6,1146.0,"육류,고기",육류/고기,https://place.map.kakao.com/16056083
사리원,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,2.5,480.0,"불고기,두루치기",육류/고기,https://place.map.kakao.com/1518789176
한죽,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 42,37.503941866680094,127.053096544972,5.0,582.0,삼계탕,국/탕,https://place.map.kakao.com/23104907
싸리골,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 24,37.50346193408409,127.051677531484,2.7,710.0,한식,한식,https://place.map.kakao.com/11112888
튀김아저씨,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 삼성로 212,37.4996105819766,127.065897098053,4.3,1146.0,분식,분식,https://place.map.kakao.com/2116206652
둘둘치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,삼성동,서울특별시 강남구 테헤란로69길 9,37.506503266843296,127.052272452298,1.5,501.0,치킨,치킨,https://place.map.kakao.com/7861733
비사벌전주콩나물국밥,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 도곡로 440,37.497876881986095,127.058624205858,5.0,1089.0,"찌개,전골",국/탕,https://place.map.kakao.com/27109342
한솥,패스트푸드,도시락전문점,한식 음식점업,대치동,서울특별시 강남구 선릉로90길 56,37.5050715168437,127.053512070975,2.3,472.0,도시락,패스트푸드,https://place.map.kakao.com/17019416
둘둘치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대치동,서울특별시 강남구 도곡로63길 12,37.4977889555692,127.054384334893,1.0,1136.0,치킨,치킨,https://place.map.kakao.com/7861733
삼성국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,삼성동,서울특별시 강남구 영동대로 611,37.51471467511929,127.059385563017,2.8,799.0,국수,국수,https://place.map.kakao.com/7928439
홍운장,중식,중국음식/중국집,중식 음식점업,대치동,서울특별시 강남구 삼성로 341,37.5018797881823,127.058901937518,3.3,649.0,중화요리,중식,https://place.map.kakao.com/10970806
KFC,닭/오리요리,후라이드/양념치킨,치킨 전문점,삼성동,서울특별시 강남구 봉은사로 449,37.5119806977954,127.04878715339,1.4,927.0,패스트푸드,패스트푸드,https://place.map.kakao.com/26901141
최고야,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로100길 23-2,37.510166501776,127.057395324706,4.0,282.0,닭요리,육류/고기,https://place.map.kakao.com/488130627
의정부부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,삼성동,서울특별시 강남구 영동대로106길 38,37.51395982950329,127.064179890475,1.0,902.0,"찌개,전골",국/탕,https://place.map.kakao.com/11180084
먹쇠네,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 영동대로86길 10-7,37.507415801992494,127.065019408228,0.0,641.0,한식,한식,https://place.map.kakao.com/16061958
신흥식당,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 역삼로 406,37.5006053310786,127.051645802823,3.4,951.0,"육류,고기",육류/고기,https://place.map.kakao.com/750570756
크레이지후라이,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 테헤란로78길 16,37.5050499630967,127.05532200064,4.0,360.0,떡볶이,분식,https://place.map.kakao.com/1532100025
나능이능이버섯백숙,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 삼성로75길 32-11,37.503633548026,127.05510233476,4.4,504.0,닭요리,육류/고기,https://place.map.kakao.com/1039621367
외고집설렁탕,한식,설렁탕집,한식 음식점업,삼성동,서울특별시 강남구 삼성로 555,37.511012496208,127.053889506251,3.2,507.0,설렁탕,국/탕,https://place.map.kakao.com/8024422
참치공방,일식/수산물,참치전문점,일식 음식점업,대치동,서울특별시 강남구 삼성로85길 39,37.5042305880772,127.054269162912,3.6,489.0,일식,일식/돈까스,https://place.map.kakao.com/913979606
싸리골빈대떡파전,한식,파전전문,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 24,37.50346193408409,127.051677531484,2.7,710.0,한식,한식,https://place.map.kakao.com/21414108
대원정,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로77길 17,37.5074824372614,127.054148964473,2.0,319.0,한식,한식,https://place.map.kakao.com/1754167147
마라전설마라탕,중식,중국음식/중국집,중식 음식점업,대치동,서울특별시 강남구 영동대로85길 30,37.50680796493,127.061090889254,3.3,308.0,중화요리,중식,https://place.map.kakao.com/843620132
국수마을,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로114길 42,37.5121576635909,127.065310913566,0.0,834.0,국수,국수,https://place.map.kakao.com/26431972
카발,양식,정통양식/경양식,서양식 음식점업,대치동,서울특별시 강남구 선릉로82길 7,37.5026700105716,127.050680958202,3.7,834.0,이탈리안,양식,https://place.map.kakao.com/27189274
한솥도시락,패스트푸드,도시락전문점,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 7,37.5032886761775,127.050299891841,2.3,817.0,도시락,패스트푸드,https://place.map.kakao.com/17019416
해장옥,한식,설렁탕집,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 37,37.504100503981,127.052653443004,3.0,599.0,국밥,국/탕,https://place.map.kakao.com/2044481021
두꺼비식당,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 역삼로 421,37.5014547499448,127.053071405956,3.4,803.0,"육류,고기",육류/고기,https://place.map.kakao.com/11891898
밥드림,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로84길 11,37.5125777208538,127.05581532572,5.0,575.0,한식,한식,https://place.map.kakao.com/756760966
네모오징어,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로77길 17,37.5074824372614,127.054148964473,3.7,319.0,"해물,생선",해물/생선,https://place.map.kakao.com/1083305339
원조을지로골뱅이,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로100길 23-20,37.5107241974196,127.057275199192,0.0,345.0,한식,한식,https://place.map.kakao.com/7871114
병천순대,별식/퓨전요리,순대전문점,한식 음식점업,대치동,서울특별시 강남구 선릉로90길 70,37.50548781738,127.054864066254,3.0,351.0,순대,곱창/막창/순대,https://place.map.kakao.com/10385661
빕스,양식,패밀리레스토랑,서양식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,2.0,480.0,패밀리레스토랑,양식,https://place.map.kakao.com/1873352650
투뿔등심고담삼성점,한식,갈비/삼겹살,한식 음식점업,삼성동,서울특별시 강남구 테헤란로87길 33,37.5098191857712,127.057908690998,2.8,242.0,"육류,고기",육류/고기,https://place.map.kakao.com/27348924
일일향,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 봉은사로 620,37.5144929673668,127.06323435452,3.7,901.0,중화요리,중식,https://place.map.kakao.com/954098848
만래옥,한식,갈비/삼겹살,한식 음식점업,대치동,서울특별시 강남구 테헤란로88길 22,37.506159733987694,127.060024507341,3.5,259.0,"육류,고기",육류/고기,https://place.map.kakao.com/19767545
여신김밥,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 선릉로90길 70,37.50548781738,127.054864066254,4.0,351.0,분식,분식,https://place.map.kakao.com/13323701
참나무바베큐,양식,정통양식/경양식,서양식 음식점업,삼성동,서울특별시 강남구 삼성로91길 30,37.5067129941236,127.053706248301,0.0,372.0,"육류,고기",육류/고기,https://place.map.kakao.com/21698697
뜸들이다,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 삼성로 238,37.4986287111494,127.061385569605,0.0,1053.0,한식,한식,https://place.map.kakao.com/358869988
에그드랍,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",대치동,서울특별시 강남구 삼성로85길 11,37.5045881509052,127.056164781276,5.0,368.0,샌드위치,패스트푸드,https://place.map.kakao.com/1272238997
직화한상스타필드,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,0.0,480.0,한식,한식,https://place.map.kakao.com/257941304
긴자카레,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 역삼로 406,37.5006053310786,127.051645802823,4.7,951.0,일식,일식/돈까스,https://place.map.kakao.com/1234400636
돈그리아,한식,기타고기요리,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 6-5,37.5027956911556,127.050622816807,3.6,829.0,"육류,고기",육류/고기,https://place.map.kakao.com/20702726
스시한판,일식/수산물,음식점-초밥전문,일식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.51293939692889,127.057100286394,1.8,591.0,"초밥,롤",일식/돈까스,https://place.map.kakao.com/23686684
제이제이홈,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 영동대로 424,37.5074924116854,127.064452915868,3.5,590.0,한식,한식,https://place.map.kakao.com/19838635
스시애,일식/수산물,음식점-초밥전문,일식 음식점업,대치동,서울특별시 강남구 선릉로64길 7,37.4979479998461,127.052866884829,2.5,1162.0,"초밥,롤",일식/돈까스,https://place.map.kakao.com/24876140
배가무닭볶음탕,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 선릉로86길 30,37.5036282828868,127.052195693976,4.7,664.0,닭요리,육류/고기,https://place.map.kakao.com/733513512
소소한식당,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 삼성로 319,37.5003458886534,127.059769413585,4.0,831.0,일식집,일식/돈까스,https://place.map.kakao.com/1451512459
깐부치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,삼성동,서울특별시 강남구 봉은사로 629,37.5151671240436,127.064164815065,2.6,1009.0,치킨,치킨,https://place.map.kakao.com/22134227
바오바오,중식,중국음식/중국집,중식 음식점업,삼성동,서울특별시 강남구 봉은사로 516,37.5132096614596,127.055965726981,5.0,639.0,중화요리,중식,https://place.map.kakao.com/26353603
삼원가든,한식,기타고기요리,한식 음식점업,삼성동,서울특별시 강남구 봉은사로 620,37.5144929673668,127.06323435452,3.2,901.0,"육류,고기",육류/고기,https://place.map.kakao.com/19351143
본도시락대치은마점,패스트푸드,도시락전문점,한식 음식점업,대치동,서울특별시 강남구 도곡로 521,37.5000129036481,127.063223018663,0.0,976.0,도시락,패스트푸드,https://place.map.kakao.com/17904733
마초야,양식,돈가스전문점,서양식 음식점업,대치동,서울특별시 강남구 역삼로64길 18,37.4998865263604,127.053023352934,3.4,959.0,"돈까스,우동",일식/돈까스,https://place.map.kakao.com/27444612
강릉집,일식/수산물,수산물전문음식점-종합,한식 음식점업,대치동,서울특별시 강남구 도곡로63길 23,37.4984147421243,127.053765738322,5.0,1085.0,"해물,생선",해물/생선,https://place.map.kakao.com/13290566
중앙해장,한식,해장국/감자탕,한식 음식점업,대치동,서울특별시 강남구 영동대로86길 17,37.5082753009988,127.065461122209,4.0,683.0,해장국,국/탕,https://place.map.kakao.com/27531028
깐부치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대치동,서울특별시 강남구 삼성로 345,37.5022927010462,127.058704485683,3.0,601.0,치킨,치킨,https://place.map.kakao.com/22134227
경복궁블랙,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,4.0,480.0,한정식,한식,https://place.map.kakao.com/1058687312
마실,한식,족발/보쌈전문,한식 음식점업,대치동,서울특별시 강남구 선릉로64길 15-11,37.4987519443116,127.053116847033,5.0,1071.0,"족발,보쌈",육류/고기,https://place.map.kakao.com/486623626
신한국촌,한식,기타고기요리,한식 음식점업,대치동,서울특별시 강남구 영동대로85길 17,37.50687136615969,127.062266401817,1.0,407.0,"육류,고기",육류/고기,https://place.map.kakao.com/11752330
향로식당,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 삼성로84길 29,37.5059878303927,127.059936178693,5.0,266.0,한식,한식,https://place.map.kakao.com/23768668
서울덮밥,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,3.5,480.0,한식,한식,https://place.map.kakao.com/21310899
가야한식,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 선릉로 514,37.5055951465088,127.049150940996,5.0,793.0,"찌개,전골",국/탕,https://place.map.kakao.com/21356275
뽕나무쟁이,한식,족발/보쌈전문,한식 음식점업,대치동,서울특별시 강남구 역삼로65길 33,37.50334671502151,127.051916500948,4.0,703.0,"족발,보쌈",육류/고기,https://place.map.kakao.com/11190567
스낵코너,분식,스낵,분식 및 김밥 전문점,삼성동,서울특별시 강남구 봉은사로114길 43,37.5130241359243,127.066634873474,0.0,985.0,분식,분식,https://place.map.kakao.com/10689221
수림복국,일식/수산물,복전문,한식 음식점업,삼성동,서울특별시 강남구 테헤란로77길 11-13,37.506783077783,127.05345652998,4.3,392.0,복어,해물/생선,https://place.map.kakao.com/17154422
한성양갈비구이,한식,갈비/삼겹살,한식 음식점업,대치동,서울특별시 강남구 삼성로81길 36,37.5039178755402,127.054601103032,4.6,500.0,갈비,육류/고기,https://place.map.kakao.com/15183799
죠샌드위치,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",대치동,서울특별시 강남구 삼성로 345,37.5022927010462,127.058704485683,3.7,601.0,샌드위치,패스트푸드,https://place.map.kakao.com/8085311
세이로켄마,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로81길 48,37.5098502391093,127.056155082319,4.0,283.0,일식,일식/돈까스,https://place.map.kakao.com/2011485878
이화수육개장,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 테헤란로86길 16,37.506314974996094,127.059151648115,3.2,192.0,국밥,국/탕,https://place.map.kakao.com/26500318
원조감자탕일미집,한식,해장국/감자탕,한식 음식점업,삼성동,서울특별시 강남구 테헤란로77길 11-8,37.5071643823693,127.053813657136,3.0,352.0,감자탕,국/탕,https://place.map.kakao.com/1650126753
얌샘김밥,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 테헤란로104길 12,37.50826208459151,127.064929676858,1.3,636.0,분식,분식,https://place.map.kakao.com/743700217
바스버거선릉점,패스트푸드,패스트푸드,"피자, 햄버거, 샌드위치 및 유사 음식점업",대치동,서울특별시 강남구 삼성로85길 39,37.5042305880772,127.054269162912,3.5,489.0,햄버거,패스트푸드,https://place.map.kakao.com/1711185712
켄마,한식,기타고기요리,한식 음식점업,삼성동,서울특별시 강남구 삼성로108길 18,37.5120269572326,127.055675215523,4.6,521.0,"육류,고기",육류/고기,https://place.map.kakao.com/18590053
삼성동보쌈,한식,족발/보쌈전문,한식 음식점업,삼성동,서울특별시 강남구 삼성로111길 7,37.51325447946169,127.052560371492,0.0,774.0,"족발,보쌈",육류/고기,https://place.map.kakao.com/27361437
꽃보다등심,일식/수산물,음식점-일식,일식 음식점업,삼성동,서울특별시 강남구 테헤란로77길 23,37.5078503835892,127.053963349369,3.0,336.0,"육류,고기",육류/고기,https://place.map.kakao.com/1417876899
동경,양식,돈가스전문점,서양식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,1.2,480.0,일식,일식/돈까스,https://place.map.kakao.com/16986529
온드린,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 테헤란로 517,37.5086083814458,127.05974496335,0.0,205.0,한식,한식,https://place.map.kakao.com/21542980
참치그라,일식/수산물,참치전문점,일식 음식점업,대치동,서울특별시 강남구 선릉로82길 40-3,37.5031799435509,127.053592501087,3.9,618.0,참치회,해물/생선,https://place.map.kakao.com/10770221
강정이기가막혀,닭/오리요리,후라이드/양념치킨,치킨 전문점,대치동,서울특별시 강남구 선릉로76길 7,37.5015291474615,127.051113866405,1.0,898.0,닭강정,치킨,https://place.map.kakao.com/24635301
오발탄,한식,한식/백반/한정식,한식 음식점업,삼성동,서울특별시 강남구 삼성로 606,37.5136667143351,127.053403534679,4.2,772.0,"곱창,막창",곱창/막창/순대,https://place.map.kakao.com/1456391705
송탄부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,대치동,서울특별시 강남구 선릉로86길 38,37.5037949921976,127.052759094902,3.0,615.0,"찌개,전골",국/탕,https://place.map.kakao.com/9955042
온새미로,한식,한식/백반/한정식,한식 음식점업,대치동,서울특별시 강남구 삼성로85길 42,37.5046227559395,127.053732632053,4.9,489.0,갈비,육류/고기,https://place.map.kakao.com/2062240208
이레샌드위치,패스트푸드,패스트푸드,그외 기타 음식점업,삼성동,서울특별시 강남구 영동대로96길 37,37.5116636532106,127.065509367365,0.0,816.0,샌드위치,패스트푸드,https://place.map.kakao.com/26495041
충무김밥,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 역삼로63길 20,37.5024295460819,127.052154297857,0.0,762.0,분식,분식,https://place.map.kakao.com/23825025
신불떡볶이,분식,라면김밥분식,분식 및 김밥 전문점,삼성동,서울특별시 강남구 봉은사로103길 6,37.5150038564702,127.061757425653,5.0,891.0,떡볶이,분식,https://place.map.kakao.com/767203626
스시츠카무,일식/수산물,음식점-일식,일식 음식점업,삼성동,서울특별시 강남구 테헤란로 521,37.50918435794689,127.060789660534,3.4,317.0,"초밥,롤",일식/돈까스,https://place.map.kakao.com/1218133003
매운국물떡볶이밀방떡,분식,라면김밥분식,분식 및 김밥 전문점,대치동,서울특별시 강남구 선릉로 334,37.499577867777695,127.051613559422,4.0,1048.0,떡볶이,분식,https://place.map.kakao.com/1629292463
일일향,중식,중국음식/중국집,중식 음식점업,삼성동,서울특별시 강남구 테헤란로83길 20,37.508789739738894,127.057627545023,3.7,128.0,중화요리,중식,https://place.map.kakao.com/954098848
유키즈시,일식/수산물,음식점-일식,일식 음식점업,대치동,서울특별시 강남구 영동대로86길 17,37.5082753009988,127.065461122209,4.1,683.0,일식집,일식/돈까스,https://place.map.kakao.com/472689965
동래복국,일식/수산물,복전문,한식 음식점업,대치동,서울특별시 강남구 테헤란로84길 13,37.5063392109859,127.058800716647,3.6,172.0,복어,해물/생선,https://place.map.kakao.com/7844122
본죽&비빔밥CAFE,한식,돌솥/비빕밥전문점,한식 음식점업,대치동,서울특별시 강남구 테헤란로88길 10,37.50683996708,127.059450446397,3.0,174.0,죽,한식,https://place.map.kakao.com/16904610
버닝스톤,양식,스테이크전문점,서양식 음식점업,대치동,서울특별시 강남구 역삼로64길 7,37.5006161270084,127.052991519258,4.8,888.0,"스테이크,립",양식,https://place.map.kakao.com/22378889
국시랑만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,삼성동,서울특별시 강남구 삼성로91길 30,37.5067129941236,127.053706248301,0.0,372.0,국수,국수,https://place.map.kakao.com/594487054
매드포갈릭,양식,패밀리레스토랑,서양식 음식점업,삼성동,서울특별시 강남구 영동대로 520,37.5136291761859,127.061118558878,4.1,728.0,패밀리레스토랑,양식,https://place.map.kakao.com/2027012003
연타발,한식,곱창/양구이전문,한식 음식점업,대치동,서울특별시 강남구 테헤란로 428,37.5056790588235,127.053990750252,3.5,398.0,"곱창,막창",곱창/막창/순대,https://place.map.kakao.com/1854560977
족발의달인,한식,족발/보쌈전문,한식 음식점업,대치동,서울특별시 강남구 도곡로 516,37.499172940488,127.062973394068,1.0,1048.0,"족발,보쌈",육류/고기,https://place.map.kakao.com/1882273179
번패티번,패스트푸드,패스트푸드,그외 기타 음식점업,삼성동,서울특별시 강남구 테헤란로 517,37.5086083814458,127.05974496335,2.5,205.0,햄버거,패스트푸드,https://place.map.kakao.com/486200466
뽀모도로스파게티,양식,스파게티전문점,서양식 음식점업,삼성동,서울특별시 강남구 영동대로 513,37.5118203253706,127.059139102428,2.0,480.0,이탈리안,양식,https://place.map.kakao.com/9803208
